"Year" "Month" "2025_central" "2025_hotdry" "2025_hotwet" "2025_warmdry" "2025_warmwet" "2055_central" "2055_hotdry" "2055_hotwet" "2055_warmdry" "2055_warmwet" "2085_central" "2085_hotdry" "2085_hotwet" "2085_warmdry" "2085_warmwet" "Maurer"
1949 1 32.3711 32.6465 32.56032 31.9639 32.03662 33.0667 34.16574 33.50349 32.75465 32.68729 34.72983 37.40917 36.85284 33.61754 33.84248 31.6267
1949 2 52.37659 51.82323 52.89674 52.40526 52.54441 54.10405 56.24147 57.46195 53.2328 54.39395 58.44241 58.09026 59.10782 57.37619 56.28442 50.16096
1949 3 90.87052 92.86647 94.5803 88.45863 87.31219 97.86178 88.91183 95.27341 93.80983 92.40171 98.61188 93.7218 97.37752 94.5127 95.29861 80.44968
1949 4 159.5353 163.505 180.8404 151.8388 166.457 177.0143 149.3134 197.0603 164.8324 182.1536 188.1649 157.2837 210.8489 170.3819 192.0713 149.1851
1949 5 312.8508 313.8095 362.2707 302.4199 345.3207 336.8832 245.5263 363.2811 303.0916 364.5654 301.2343 235.1313 318.7367 291.7303 377.4654 331.7948
1949 6 456.4721 424.1964 584.0643 456.5101 531.3598 526.7937 348.3174 533.5012 469.6272 592.8336 431.4235 322.9506 420.4005 443.3835 586.7336 518.7587
1949 7 444.5812 407.2605 522.3148 450.9646 512.9664 473.131 321.4035 467.1297 440.0009 554.6619 401.5283 296.7577 370.3745 409.2238 559.2149 514.0536
1949 8 392.5153 365.6992 442.4632 392.1487 443.2983 407.5521 281.0815 394.3487 385.6875 463.0197 349.5372 253.7424 316.2289 356.1151 467.131 454.5901
1949 9 323.2831 299.27 365.2372 324.2504 363.4303 333.8547 229.8932 319.9754 315.6366 381.0647 283.7113 207.4681 256.0611 291.223 378.0884 376.3254
1949 10 299.394 272.2859 335.7272 295.8026 335.9221 303.775 209.571 291.0081 285.0816 348.7216 256.7448 187.7449 232.7166 262.9055 344.3498 351.9769
1949 11 282.2181 252.9254 315.419 273.6043 319.8515 279.599 188.0978 266.327 261.2279 328.1429 231.9865 166.2898 209.2223 238.165 318.8204 340.8363
1949 12 277.8673 245.0313 308.3459 264.1847 321.3371 270.7346 180.5365 257.99 250.5658 322.0177 222.835 158.3041 203.2663 227.539 308.4684 344.1643
1950 1 282.0801 249.0454 311.2358 265.7888 326.0366 272.6033 185.0879 259.9372 252.3811 324.4347 225.7676 163.4744 208.383 229.462 308.449 350.317
1950 2 278.0495 246.3737 306.9886 260.32 324.0894 268.2803 182.7834 255.7152 248.5576 319.93 221.3987 164.9534 206.899 223.3866 302.5154 349.6
1950 3 297.0859 267.8868 330.1654 276.5008 340.4851 292.4736 205.1956 287.6216 265.9214 343.5016 252.8557 185.4153 241.2948 247.7349 332.6637 360.3105
1950 4 423.3966 388.6071 500.9474 374.3907 466.5773 466.2498 346.512 504.423 403.375 517.0948 490.9889 416.5182 516.3456 406.893 584.3877 460.1872
1950 5 1090.126 949.2504 1143.305 916.5566 1209.732 1058.279 715.8766 984.5986 1004.114 1190.719 898.7811 567.2296 682.9929 953.8454 1137.118 1081.821
1950 6 798.8465 730.6959 842.5221 745.1424 867.7883 785.6014 587.3928 758.3142 752.1285 874.608 703.0095 512.5306 596.3855 717.8476 854.6779 881.4153
1950 7 741.8636 668.6016 780.7999 695.5255 825.8857 710.9348 518.6002 678.8228 686.5468 814.4453 623.0011 445.2562 521.6509 644.1237 785.0145 871.6636
1950 8 652.1265 583.3928 684.6275 609.8444 730.6021 618.2745 446.5164 589.6398 597.1198 715.1406 537.9704 380.7924 448.8181 557.9301 686.2145 774.6905
1950 9 572.1797 509.8398 601.4462 535.7181 646.9824 538.3141 391.6382 515.5258 520.1212 630.918 468.8668 334.5972 396.5214 486.1974 603.7643 692.9431
1950 10 510.7382 451.2616 538.5466 475.4773 582.3277 474.222 342.5509 454.9388 456.8018 564.4468 410.2888 290.5027 346.5701 426.0623 537.5085 636.0155
1950 11 468.1612 411.5236 492.5436 433.6357 537.1434 429.1544 310.7651 413.4639 412.7492 516.8781 370.6851 263.6633 315.3743 385.1523 488.7314 595.7525
1950 12 435.5594 379.8585 458.5917 400.852 502.9412 396.5864 289.3955 385.0717 380.4118 481.1025 344.6853 245.1197 295.9144 356.7855 454.4602 561.8011
1951 1 403.831 352.1479 427.4339 370.5924 469.1303 369.7229 272.4536 361.347 352.7298 448.5347 324.2199 230.3904 280.0739 332.8562 426.742 526.3618
1951 2 399.118 351.6253 424.0338 365.3008 460.4179 370.6744 280.7073 367.7694 352.0728 443.1205 332.0758 246.4927 296.356 335.9216 429.3068 511.8712
1951 3 386.7882 342.4958 412.3065 353.3554 445.2663 361.8423 280.2706 364.4713 341.6148 434.1386 329.818 251.0109 308.1501 329.4808 425.8658 490.1546
1951 4 523.1 494.3735 593.3126 472.8621 594.0625 548.4543 457.6855 611.3036 488.688 631.3813 564.9307 445.3531 582.6921 508.8043 693.2077 601.1666
1951 5 1162.958 1000.074 1242.313 994.952 1326.557 1034.433 669.9032 1070.006 991.6778 1268.185 818.5004 596.8541 720.3823 918.5977 1212.541 1351.267
1951 6 943.134 834.8201 951.7999 851.2607 1112.718 839.5052 666.3414 836.0856 817.5633 967.3851 757.8828 577.9249 675.3137 779.7127 908.2446 1178.864
1951 7 815.1057 745.7735 830.6798 760.2648 896.5544 746.1173 586.9128 742.4756 729.5304 841.8778 668.6828 501.357 591.975 691.9642 804.2842 954.1067
1951 8 731.5807 667.05 745.9189 683.0659 810.3452 664.4723 518.821 662.9927 649.9065 757.4888 593.8517 441.7682 527.7234 614.1575 726.2691 873.1993
1951 9 621.3914 563.3559 633.159 580.6535 692.6498 558.9113 431.81 556.8096 547.6931 643.7711 495.8983 364.5672 437.5766 514.4464 613.9501 756.8975
1951 10 558.9052 503.1935 567.74 519.9854 625.7672 498.7992 386.9843 495.6228 487.658 578.4696 441.6883 327.5146 391.2391 457.7911 550.3359 689.187
1951 11 529.2996 474.467 537.9971 488.8267 593.5615 474.4184 371.1414 476.6673 461.2174 550.4754 425.4905 322.8117 385.9616 434.6783 527.3158 650.9865
1951 12 468.3171 418.8593 476.8204 431.9228 530.0042 420.4907 326.1405 423.4983 407.3871 489.5454 378.09 283.2014 340.7177 385.6429 470.7584 586.7553
1952 1 451.4474 408.7867 462.9528 411.7845 507.0734 417.3032 337.6052 430.5125 398.4798 476.3318 395.7493 324.7758 380.714 385.466 467.6608 550.5754
1952 2 411.8253 367.7582 421.2851 381.7301 468.667 376.3878 299.6398 387.6942 361.2849 432.7216 352.2479 275.5977 332.0695 345.4908 421.4242 514.0147
1952 3 378.9724 347.4381 393.7091 348.4433 425.8168 359.6538 288.6028 362.3362 341.3452 398.6438 331.8065 268.4981 319.0793 336.1231 401.0925 465.9691
1952 4 703.1697 666.7139 792.2904 614.2252 784.8167 764.2614 665.3099 928.5815 675.3016 846.3846 929.1567 883.0239 1262.381 730.6399 961.9835 703.501
1952 5 5237.991 5100.124 5710.862 4139.025 4927.959 6612.69 6208.378 7694.655 5813.532 6385.922 8037.576 8102.233 9600.86 6844.49 8000.919 3216.006
1952 6 10894.89 9667.022 12863.03 10045.07 13314.29 9063.443 6221.647 8113.23 8320.75 11530.38 7533.611 4556.747 5064.076 7480.342 10882.98 11956.19
1952 7 2680.111 2447.488 3828.096 2516.654 3340.24 2274.71 1691.887 1923.221 2128.843 2714.98 1855.967 1581.756 1737.139 1891.086 2567.414 3203.337
1952 8 1808.49 1708.45 1987.988 1748.549 1947.125 1720.689 1484.12 1704.272 1664.176 1904.338 1630.683 1376.934 1534.154 1632.58 1839.58 1948.307
1952 9 1658.201 1545.754 1695.738 1597.582 1808.642 1542.199 1298.321 1519.466 1491.078 1741.861 1435.146 1176.868 1334.877 1447.845 1671.538 1820.577
1952 10 1474.546 1360.61 1515.299 1415.757 1632.67 1340.698 1112.368 1318.155 1298.475 1545.414 1231.284 991.7311 1138.121 1249.956 1472.361 1662.84
1952 11 1371.251 1257.266 1415.314 1309.603 1534.687 1231.556 1021.034 1216.967 1192.179 1436.552 1127.044 902.7562 1047.755 1143.958 1365.533 1583.677
1952 12 1248.338 1136.936 1291.817 1187.466 1411.856 1105.814 909.1752 1092.963 1070.742 1306.563 1005.042 793.1443 929.7524 1023.145 1235.634 1476.152
1953 1 1149.716 1042.894 1192.722 1089.349 1308.76 1011.408 827.8009 1001.192 978.3438 1205.118 916.5247 721.4623 850.8807 933.0332 1138.536 1378.776
1953 2 1053.754 954.0635 1097.93 996.2402 1205.044 925.7678 756.6573 923.3544 894.3324 1107.36 841.9859 663.2663 788.8469 852.5585 1050.751 1276.078
1953 3 1022.819 924.5011 1067.035 962.4814 1170.818 901.8292 735.4174 901.4265 868.3546 1081.87 823.0869 655.0605 783.631 828.561 1029.079 1234.393
1953 4 1153.647 1086.527 1247.031 1068.804 1309.344 1086.582 917.805 1153.552 999.0075 1308.106 1067.681 914.8173 1106.04 1015.426 1306.249 1329.423
1953 5 2933.865 2498.916 3221.276 2548.323 3397.295 2571.134 1856.542 2844.322 2409.877 3522.569 2381.923 1604.608 2200.857 2349.497 3532.667 2809.306
1953 6 2385.124 2015.003 2412.31 2412.867 3556.703 1904.875 1403.891 1831.667 1960.083 2689.907 1568.314 1234.548 1423.301 1691.575 2281.903 3753.728
1953 7 1642.329 1528.232 1672.24 1595.107 1841.903 1505.704 1254.372 1510.351 1483.854 1762.65 1388.473 1113.299 1298.193 1423.705 1697.498 1910.27
1953 8 1470.212 1349.766 1494.923 1421.028 1656.311 1321.974 1079.313 1319.531 1305.184 1567.804 1202.908 943.0496 1114.131 1240.612 1494.347 1695.473
1953 9 1272.467 1161.098 1293.865 1228.062 1448.169 1133.795 916.8276 1129.569 1120.03 1356.254 1026.177 794.6548 946.1343 1061.355 1285.685 1507.614
1953 10 1155.23 1047.036 1165.562 1104.154 1316.182 1021.523 828.0098 1011.984 1005.445 1229.451 922.2338 715.9484 854.8472 954.4431 1158.343 1382.282
1953 11 1118.517 1006.604 1126.003 1055.009 1281.11 993.4375 809.551 989.2612 969.2165 1203.38 903.5485 709.3347 849.4437 926.4667 1136.125 1330.964
1953 12 1082.994 959.1154 1086.834 1000.503 1250.658 954.0573 766.9622 946.3103 921.0263 1176.764 864.5109 665.4059 811.3821 884.0466 1100.578 1281.008
1954 1 1050.06 927.4307 1056.971 960.0276 1211.049 933.2245 749.9854 927.9816 892.5765 1147.807 852.2662 658.6467 803.6881 865.3452 1078.708 1228.83
1954 2 1010.193 895.3438 1018.348 914.7157 1162.546 906.7808 736.8071 908.7783 859.0684 1111.891 844.6261 674.4812 815.3702 841.3948 1061.538 1167.017
1954 3 1029.867 942.4324 1051.703 926.2592 1178.08 956.855 813.9422 979.844 895.8434 1151.8 940.9828 812.0918 950.4319 900.887 1139.913 1156.715
1954 4 1782.971 1503.546 1725.527 1546.823 2105.194 1585.952 1144.273 1550.028 1530.786 2026.516 1426.572 1063.359 1239.804 1458.572 2005.621 1615.32
1954 5 1975.963 1689.926 1972.042 1781.132 2410.867 1634.011 1217.497 1653.578 1521.278 2183.735 1361.416 1042.822 1299.271 1415.109 1916.701 2903.353
1954 6 1427.963 1306.039 1417.855 1350.909 1613.493 1263.276 1015.3 1235.648 1226.591 1507.493 1116.155 877.1065 1024.859 1160.142 1389.331 1681.383
1954 7 1293.848 1177.885 1281.483 1225.006 1453.635 1137.348 906.9745 1111.114 1107.252 1367.001 1002.691 781.2124 918.6111 1045.059 1260.956 1527.641
1954 8 1155.308 1040.744 1147.579 1088.172 1316.855 999.3478 784.7136 975.5506 970.5878 1228.364 874.2475 669.6072 801.9819 910.3985 1124.827 1400.636
1954 9 1026.8 917.5486 1024.815 962.8889 1185.691 877.6464 683.7192 856.7636 851.2656 1098.856 764.3528 577.6879 702.6244 797.4665 999.9382 1280.893
1954 10 951.739 840.7949 952.1597 879.1722 1129.875 801.1077 623.6189 781.048 773.5018 1025.652 694.3598 520.1477 642.6182 725.2983 924.5268 1243.148
1954 11 881.0929 775.7398 881.8513 808.7336 1033.453 732.9897 566.3094 715.767 707.0818 944.4059 630.1827 467.3738 582.7401 660.8876 851.8946 1130.133
1954 12 844.476 738.1323 844.9315 766.9639 990.0602 696.2558 534.4907 682.3881 668.3483 904.2476 596.1306 438.4397 555.0502 624.5306 813.5359 1083.955
1955 1 801.5834 697.0473 802.4185 722.7751 938.9587 656.9507 499.0557 644.8667 628.0417 859.1714 559.8149 409.5877 521.2338 586.2296 771.8619 1030.249
1955 2 763.9681 663.6249 766.5716 686.5235 893.0351 628.2534 476.7758 619.1125 598.8174 821.9702 537.0345 399.3018 506.7708 560.148 740.8495 979.7778
1955 3 785.9098 687.8283 792.5803 705.4111 914.6725 655.9807 501.8487 649.2045 620.4142 845.9695 564.4143 427.666 545.6067 580.0672 769.1345 986.6253
1955 4 1001.757 869.6558 1053.146 878.0689 1194.885 874.2581 639.8835 913.2705 791.4759 1160.029 767.9452 582.3148 804.6956 745.062 1130.087 1205.171
1955 5 3873.927 3562.852 4221.376 3322.853 4067.413 3725.69 2780.198 4078.54 3274.64 4772.284 3249.643 2549.735 3360.033 3143.724 4507.545 3226.853
1955 6 2162.744 1833.454 2153.546 2094.168 2813.801 1541.24 1118.306 1446.517 1506.522 2299.072 1222.182 939.7233 1117.407 1260.938 1697.114 3424.678
1955 7 1291.424 1195.261 1315.542 1224.621 1458.679 1145.111 927.8181 1146.535 1106.907 1383.843 1019.55 809.7389 945.4572 1033.217 1272.163 1597.934
1955 8 1194.468 1098.149 1212.932 1127.548 1362.276 1049.645 849.4373 1045.083 1014.333 1280.932 935.874 742.6395 865.5445 944.5338 1177.757 1431.556
1955 9 1021.197 933.0057 1034.998 961.1487 1178.279 889.4187 715.1986 882.6954 859.7341 1094.796 789.1835 616.1609 726.7181 799.8887 1001.303 1255.965
1955 10 896.4205 816.212 907.3271 842.139 1038.155 774.6166 621.0573 767.0172 748.8606 958.9036 685.8776 531.6306 629.3024 696.3442 876.0129 1122.075
1955 11 816.2722 740.8668 824.9833 762.7957 948.8975 701.1602 561.7556 695.5168 675.4093 870.7137 620.5847 481.4114 571.3405 629.0076 796.0848 1034.569
1955 12 743.8109 671.826 752.2446 693.7424 867.4711 636.5203 508.9461 633.2002 612.9576 791.4276 564.8349 436.2921 522.4592 571.561 725.6799 953.9634
1956 1 686.8106 624.3752 698.1653 638.8159 802.4602 593.9946 477.9686 595.653 569.7719 734.541 535.5332 426.4863 502.5378 534.3975 679.4153 882.051
1956 2 665.9109 607.42 679.4037 618.2655 774.0579 580.3531 476.013 593.3766 554.0479 714.549 543.6319 462.5183 529.3192 525.165 670.1325 846.1736
1956 3 692.1362 650.3234 715.1166 641.4692 786.8069 634.3666 523.1686 650.4741 596.9946 752.3633 613.5316 563.4055 613.6401 574.0733 726.0739 835.3403
1956 4 1374.926 1412.977 1603.369 1170.112 1469.156 1530.7 1425.987 1881.213 1267.075 1658.457 1959.171 2006.151 2415.51 1427.646 1870.042 1300.609
1956 5 4221.995 3652.675 4564.768 3751.686 5056.373 3778.676 2438.943 3758.726 3481.993 4731.902 3192.079 1727.271 2513.272 3333.421 4326.075 4619.7
1956 6 1706.219 1557.24 1778.07 1560.123 1937.354 1536.197 1180.049 1505.999 1467.273 1864.668 1349.341 1054.776 1202.736 1385.088 1685.867 2020.413
1956 7 1360.378 1260.928 1364.797 1305.635 1559.621 1240.479 1020.119 1235.244 1206.893 1393.286 1141.853 907.1035 1038.281 1162.067 1334.59 1757.171
1956 8 1168.635 1079.911 1175.086 1105.177 1286.797 1053.769 859.1167 1044.772 1029.398 1200.097 960.7606 758.4498 867.2405 982.2047 1140.902 1347.693
1956 9 964.4166 889.666 969.5281 914.4858 1066.358 865.7764 707.5992 857.9586 847.7798 986.2687 788.3348 624.8927 711.3588 806.4872 937.2211 1141.124
1956 10 820.1382 756.5571 824.3517 777.3059 905.806 735.8309 606.556 729.6555 721.1672 835.6087 671.2437 537.7127 609.7955 685.598 796.501 977.6282
1956 11 737.5779 680.654 742.0807 697.4387 812.7887 664.1194 550.421 660.9484 648.735 752.3359 608.8528 493.8442 559.4071 618.6047 718.8915 876.2051
1956 12 650.4126 601.006 654.689 615.7398 717.2064 585.6263 486.1991 584.4894 572.8055 663.3748 538.7289 436.687 495.3829 546.5689 635.5491 776.1819
1957 1 597.5549 555.7598 604.0939 564.0729 655.0359 546.754 461.5671 550.6767 531.6525 612.3242 513.1037 429.2072 483.7153 512.9542 593.7136 704.0313
1957 2 582.79 543.9001 591.3249 553.6105 640.3939 535.2761 455.7032 534.2407 520.5476 591.8809 509.8495 428.6457 485.7481 501.592 578.5224 673.3815
1957 3 545.5853 509.777 557.4811 512.1957 595.7642 507.4956 443.1843 519.072 486.7832 567.0612 507.1761 448.922 527.2852 485.8366 573.1486 626.6421
1957 4 892.3204 866.1971 987.3888 749.7549 929.5251 930.9091 819.1714 1063.175 802.5172 1003.089 1036.449 1006.684 1274.836 846.5009 1070.989 829.2863
1957 5 3241.665 3446.75 3762.72 2707.856 3184.077 3806.832 3812.78 5112.682 3237.775 4044.453 4705.893 5072.232 6017.191 3825.089 4548.348 2110.142
1957 6 9482.814 9105.128 10174.24 9265.34 10509.22 9954.594 6808.572 9865.545 8800.73 11750.71 7272.044 4719.869 5764.61 7973.194 9954.505 7865.829
1957 7 3652.685 3212.753 3767.639 4792.844 5355.897 3021.187 1799.12 2654.356 2675.89 5576.333 1986.66 1565.149 1933.925 2142.647 2926.905 5201.972
1957 8 2255.024 2151.605 2402.646 2232.633 2483.296 2049.648 1646.494 2136.381 1912.718 2443.636 1942.228 1583.18 1877.783 1845.132 2263.715 2274.849
1957 9 1886.875 1787.432 1963.641 1822.512 2087.088 1748.271 1422.3 1793.297 1651.654 2030.209 1616.882 1337.799 1541.473 1598.588 1893.051 1981.54
1957 10 1777.135 1687.821 1841.289 1710.842 1959.256 1652.277 1366.652 1680.203 1576.322 1935.353 1509.25 1258.083 1486.331 1514.859 1777.708 1861.445
1957 11 1873.636 1768.27 1962.693 1784.298 2073.838 1763.177 1475.716 1872.105 1646.645 2167.116 1718.714 1449.521 1936.822 1604.344 2006.278 1871.738
1957 12 1737.868 1641.386 1816.224 1655.938 1942.878 1632.799 1359.752 1691.409 1542.778 1941.522 1526.784 1280.906 1534.13 1497.264 1819.342 1796.576
1958 1 1684.747 1586.205 1763.792 1601.068 1877.86 1587.643 1319.79 1648.42 1493.026 1884.011 1485.052 1262.355 1512.519 1455.821 1766.98 1734.247
1958 2 1631.396 1534.854 1713.5 1546.289 1818.462 1550.48 1299.154 1619.652 1450.936 1836.468 1472.108 1245.368 1499.726 1430.788 1725.69 1675.569
1958 3 1621.047 1534.523 1706.62 1524.193 1805.448 1565.829 1316.928 1653.118 1453.44 1855.898 1515.059 1311.556 1589.075 1448.964 1765.993 1645.51
1958 4 2293.182 2261.754 2564.064 2088.112 2472.003 2530.056 2334.444 3056.699 2157.765 2804.294 2985.543 3078.37 4016.025 2404.049 3020.874 2022.6
1958 5 11950.76 11527.95 12453.63 11163.97 12807.39 12156.92 9358.744 12362.59 11219.2 14028.63 11472.39 8128.979 9821.218 11127.63 13908.72 9552.219
1958 6 4940.536 4441.634 5038.368 5509.738 6990.827 3380.598 2248.111 3168.136 3508.734 5284.797 2570.306 1963.277 2255.706 2680.025 3970.083 8190.698
1958 7 2243.104 2140.199 2283.768 2179.966 2455.632 2088.022 1786.678 2110.371 2042.686 2366.924 1945.356 1659.116 1863.222 1977.644 2257.437 2490.923
1958 8 1950.944 1847.676 1981.409 1889.666 2151.335 1785.897 1508.334 1796.276 1755.406 2043.533 1644.021 1377.69 1560.995 1680.746 1943.105 2172.01
1958 9 1627.166 1533.987 1653.426 1573.598 1804.028 1474.275 1237.994 1479.08 1451.345 1697.893 1347.943 1118.415 1277.563 1381.721 1608.197 1868.714
1958 10 1419.813 1330.046 1442.578 1363.142 1582.029 1273.183 1066.884 1274.573 1251.936 1477.145 1157.269 954.9281 1096.692 1188.685 1392.113 1668.642
1958 11 1307.651 1216.586 1329.363 1243.088 1465.513 1166.692 976.5412 1168.932 1140.794 1360.795 1057.977 869.5842 1007.224 1085.657 1280.645 1554.844
1958 12 1236.223 1138.65 1259 1157.499 1384.017 1091.521 903.0457 1094.642 1058.906 1288.075 979.5431 788.7331 932.3641 1005.788 1210.494 1465.566
1959 1 1178.364 1080.239 1201.988 1090.997 1315.312 1044.442 874.1277 1054.883 1006.454 1230.357 948.5416 760.3475 912.9312 966.3724 1164.813 1379.88
1959 2 1105.6 1011.341 1129.908 1018.5 1232.711 981.1941 827.2009 997.1725 941.9876 1157.739 899.2321 726.7009 875.8665 909.2421 1108.85 1283.635
1959 3 1070.276 985.5057 1100.536 978.6785 1181.203 962.9293 826.3446 989.0287 912.6809 1130.609 894.6711 742.4002 899.1986 895.1363 1091.819 1213.792
1959 4 1541.529 1483.011 1668.503 1367.409 1616.048 1516.022 1351.096 1706.865 1380.574 1716.919 1584.257 1431.604 1848.427 1438.577 1784.738 1489.559
1959 5 4090.121 3602.538 4441.05 3603.349 4791.475 3653.552 2759.941 3953.135 3396.487 4562.627 3292.488 2288.224 3157.845 3319.255 4369.615 4067.838
1959 6 2157.371 1928.731 2229.419 2136.924 2870.719 1815.212 1426.182 1806.171 1768.851 2293.385 1590.886 1239.993 1494.043 1624.848 2025.615 3235.494
1959 7 1646.233 1502.265 1669.397 1555.777 1870.845 1455.914 1189.93 1467.644 1413.051 1723.24 1332.016 1057.832 1258.542 1346.052 1624.073 1904.978
1959 8 1508.021 1367.847 1528.483 1417.354 1736.816 1322.052 1071.209 1334.153 1280.351 1583.793 1207.341 951.7666 1140.438 1221.062 1499.867 1763.214
1959 9 1287.5 1160.346 1300.133 1207.422 1494.662 1113.618 894.1004 1121.414 1077.779 1344.305 1008.998 785.508 945.2503 1024.868 1260.599 1532.126
1959 10 1488.3 1309.671 1587.251 1301.569 1698.58 1315.318 1066.141 1351.81 1218.057 1674.359 1277.214 938.3149 1478.37 1293.559 1590.687 1618.158
1959 11 1560.338 1396.632 1655.916 1345.862 1761.122 1384.721 1177.888 1404.298 1263.829 1763.527 1335.143 1052.791 1501.882 1369.244 1621.864 1640.286
1959 12 1594.809 1461.001 1680.562 1379.116 1761.602 1440.008 1247.509 1457.016 1292.297 1748.682 1409.457 1151.697 1458.794 1413.44 1645.675 1634.283
1960 1 1593.02 1474.802 1691.324 1374.59 1744.321 1452.46 1291.761 1484.24 1305.301 1749.622 1444.613 1206.547 1520.487 1446.072 1648.729 1597.391
1960 2 1589.69 1471.731 1698.426 1376.633 1747.325 1462.225 1317.194 1502.645 1311.941 1758.876 1471.952 1263.173 1570.752 1464.974 1664.042 1585.781
1960 3 1678.451 1608.768 1836.271 1445.331 1838.062 1656.069 1544.238 1728.428 1438.078 1925.965 1749.853 1628.818 2030.536 1668.611 1886.661 1603.029
1960 4 5675.178 5719.256 6731.536 4653.81 5705.103 6753.64 6234.166 7344.2 5544.251 7133.56 7938.498 6368.985 8306.334 6847.034 7844.064 4040.702
1960 5 8381.638 7377.07 8223.887 6916.834 9093.101 6168.775 3951.456 5451.007 6146.632 8179.37 4782.74 2648.473 3554.909 5606.708 6813.343 8218.689
1960 6 4126.865 3557.656 4126.181 3269.34 5186.771 3242.359 2339.114 2918.543 2956.6 4207.265 2614.187 1969.633 2267.911 2771.004 3574.646 4916.88
1960 7 2516.584 2276.546 2473.38 2282.156 2923.385 2073.54 1838.648 2026.619 2023.974 2372.477 1964.436 1665.619 1886.208 2011.283 2172.822 3678.757
1960 8 1909.971 1833.286 1942.768 1801.228 2048.56 1745.309 1515.085 1698.637 1709.76 1954.195 1623.666 1347.212 1534.522 1678.982 1838.634 2082.143
1960 9 1596.359 1518.616 1623.863 1503.354 1729.802 1436.435 1236.926 1398.416 1410.02 1626.229 1326.962 1095.734 1254.425 1375.801 1522.87 1803.294
1960 10 1558.691 1440.751 1641.089 1473.99 1626.023 1424.637 1268.729 1356.822 1377.726 1601.578 1369.93 1123.91 1452.329 1349.494 1506.48 1666.945
1960 11 1346.815 1246.375 1380.031 1245.063 1458.074 1197.636 1029.11 1152.514 1149.346 1381.125 1121.292 890.3997 1132.449 1118.354 1291.092 1524.914
1960 12 1291.96 1180.048 1313.271 1175.704 1414.048 1146.094 970.1774 1097.744 1090.788 1326.151 1050.75 850.0484 1039.371 1058.772 1224.783 1463.182
1961 1 1222.957 1102.285 1244.243 1102.963 1333.213 1070.978 905.4085 1029.117 1014.847 1255 975.389 794.8951 973.9045 989.1572 1147.576 1374.766
1961 2 1179.979 1058.736 1196.712 1061.44 1275.872 1041.651 885.8257 1008.634 978.2913 1214.33 957.0501 811.9836 985.1567 962.087 1120.769 1297.823
1961 3 1206.796 1092.855 1239.679 1074.019 1278.972 1094.408 957.124 1078.801 998.9143 1275.56 1043.331 955.9929 1150.406 1003.012 1210.281 1244.495
1961 4 1869.798 1864.487 2035.112 1620.781 1909.065 1960.385 2041.14 2270.473 1724.069 2222.635 2236.683 2773.887 3072.472 1940.387 2330.901 1647.329
